LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
3002,OLDER SINGLES/COUPLES,Premium
3003,RETIREES,Budget
3004,RETIREES,Premium
3005,RETIREES,Mainstream
3006,YOUNG SINGLES/COUPLES,Mainstream
3007,MIDAGE SINGLES/COUPLES,Mainstream
3008,RETIREES,Budget
3009,OLDER SINGLES/COUPLES,Mainstream
3010,RETIREES,Mainstream
3011,RETIREES,Premium
3012,OLDER FAMILIES,Budget
3013,OLDER FAMILIES,Premium
3014,YOUNG SINGLES/COUPLES,Mainstream
3015,YOUNG FAMILIES,Budget
3016,YOUNG FAMILIES,Budget
3017,RETIREES,Mainstream
3018,OLDER SINGLES/COUPLES,Budget
3019,OLDER SINGLES/COUPLES,Mainstream
3020,MIDAGE SINGLES/COUPLES,Premium
3022,YOUNG FAMILIES,Budget
3023,MIDAGE SINGLES/COUPLES,Premium
3024,OLDER SINGLES/COUPLES,Premium
3025,YOUNG FAMILIES,Premium
3026,YOUNG SINGLES/COUPLES,Mainstream
3027,OLDER SINGLES/COUPLES,Premium
3028,YOUNG FAMILIES,Mainstream
3029,MIDAGE SINGLES/COUPLES,Premium
3030,OLDER SINGLES/COUPLES,Premium
3031,YOUNG SINGLES/COUPLES,Mainstream
3032,YOUNG SINGLES/COUPLES,Mainstream
3033,RETIREES,Budget
3034,RETIREES,Mainstream
3035,OLDER SINGLES/COUPLES,Budget
3036,NEW FAMILIES,Mainstream
3037,OLDER SINGLES/COUPLES,Budget
3038,RETIREES,Budget
3039,YOUNG SINGLES/COUPLES,Budget
3040,RETIREES,Budget
3041,YOUNG SINGLES/COUPLES,Budget
3042,MIDAGE SINGLES/COUPLES,Premium
3043,RETIREES,Premium
3044,RETIREES,Premium
3045,RETIREES,Mainstream
3046,OLDER SINGLES/COUPLES,Premium
3047,OLDER FAMILIES,Mainstream
3048,OLDER SINGLES/COUPLES,Premium
3049,OLDER FAMILIES,Mainstream
3050,YOUNG FAMILIES,Premium
3051,OLDER SINGLES/COUPLES,Budget
3052,MIDAGE SINGLES/COUPLES,Mainstream
3053,OLDER SINGLES/COUPLES,Mainstream
3054,YOUNG FAMILIES,Budget
3055,OLDER FAMILIES,Mainstream
3056,OLDER FAMILIES,Budget
3057,OLDER SINGLES/COUPLES,Mainstream
3058,OLDER SINGLES/COUPLES,Mainstream
3059,RETIREES,Mainstream
3060,RETIREES,Mainstream
3061,YOUNG FAMILIES,Mainstream
3062,OLDER SINGLES/COUPLES,Budget
3063,RETIREES,Premium
3064,RETIREES,Mainstream
3065,RETIREES,Mainstream
3066,YOUNG SINGLES/COUPLES,Mainstream
3067,RETIREES,Premium
3068,OLDER FAMILIES,Mainstream
3069,OLDER SINGLES/COUPLES,Mainstream
3070,OLDER FAMILIES,Budget
3071,YOUNG SINGLES/COUPLES,Budget
3072,RETIREES,Budget
3073,YOUNG SINGLES/COUPLES,Mainstream
3074,RETIREES,Mainstream
3075,YOUNG SINGLES/COUPLES,Mainstream
3076,RETIREES,Mainstream
3077,RETIREES,Premium
3078,OLDER FAMILIES,Premium
3079,OLDER SINGLES/COUPLES,Budget
3080,RETIREES,Budget
3081,RETIREES,Budget
3082,YOUNG SINGLES/COUPLES,Premium
3083,YOUNG SINGLES/COUPLES,Mainstream
3084,OLDER FAMILIES,Premium
3085,RETIREES,Premium
3086,OLDER SINGLES/COUPLES,Budget
3087,RETIREES,Budget
3088,OLDER FAMILIES,Budget
3089,OLDER SINGLES/COUPLES,Mainstream
3090,YOUNG FAMILIES,Budget
3091,OLDER SINGLES/COUPLES,Mainstream
3092,RETIREES,Mainstream
3093,YOUNG SINGLES/COUPLES,Mainstream
3094,MIDAGE SINGLES/COUPLES,Mainstream
3095,OLDER SINGLES/COUPLES,Premium
3096,RETIREES,Mainstream
3097,RETIREES,Budget
3098,YOUNG SINGLES/COUPLES,Budget
3099,RETIREES,Mainstream
3100,OLDER FAMILIES,Mainstream
3101,YOUNG SINGLES/COUPLES,Premium
3102,YOUNG FAMILIES,Premium
3103,RETIREES,Premium
3104,YOUNG SINGLES/COUPLES,Budget
3105,OLDER SINGLES/COUPLES,Mainstream
3106,YOUNG SINGLES/COUPLES,Budget
3107,OLDER SINGLES/COUPLES,Premium
3108,YOUNG SINGLES/COUPLES,Budget
3109,YOUNG SINGLES/COUPLES,Budget
3110,YOUNG SINGLES/COUPLES,Mainstream
3111,RETIREES,Premium
3112,NEW FAMILIES,Premium
3113,YOUNG SINGLES/COUPLES,Mainstream
3114,MIDAGE SINGLES/COUPLES,Mainstream
3115,MIDAGE SINGLES/COUPLES,Mainstream
3116,YOUNG SINGLES/COUPLES,Mainstream
3117,MIDAGE SINGLES/COUPLES,Premium
3118,YOUNG SINGLES/COUPLES,Mainstream
3119,RETIREES,Premium
3120,YOUNG SINGLES/COUPLES,Mainstream
3121,OLDER FAMILIES,Budget
3122,OLDER FAMILIES,Budget
3123,OLDER SINGLES/COUPLES,Budget
3124,RETIREES,Budget
3125,OLDER SINGLES/COUPLES,Budget
3126,RETIREES,Premium
3127,OLDER FAMILIES,Mainstream
3128,OLDER SINGLES/COUPLES,Premium
3129,OLDER FAMILIES,Budget
3130,YOUNG FAMILIES,Mainstream
3131,YOUNG SINGLES/COUPLES,Mainstream
3132,OLDER SINGLES/COUPLES,Premium
3133,NEW FAMILIES,Premium
3134,MIDAGE SINGLES/COUPLES,Mainstream
3135,YOUNG FAMILIES,Premium
3136,NEW FAMILIES,Premium
3137,MIDAGE SINGLES/COUPLES,Mainstream
3138,RETIREES,Premium
3139,OLDER SINGLES/COUPLES,Premium
3140,OLDER SINGLES/COUPLES,Mainstream
3141,YOUNG FAMILIES,Budget
3142,YOUNG SINGLES/COUPLES,Premium
3143,OLDER SINGLES/COUPLES,Premium
3144,RETIREES,Premium
3145,YOUNG SINGLES/COUPLES,Budget
3146,YOUNG SINGLES/COUPLES,Mainstream
3147,OLDER FAMILIES,Budget
3148,RETIREES,Mainstream
3149,RETIREES,Mainstream
3150,YOUNG FAMILIES,Mainstream
3151,RETIREES,Mainstream
3152,RETIREES,Mainstream
3153,MIDAGE SINGLES/COUPLES,Premium
3154,RETIREES,Mainstream
3155,YOUNG SINGLES/COUPLES,Budget
3156,RETIREES,Mainstream
3157,OLDER SINGLES/COUPLES,Mainstream
3158,OLDER SINGLES/COUPLES,Mainstream
3159,MIDAGE SINGLES/COUPLES,Mainstream
3160,OLDER SINGLES/COUPLES,Premium
3161,RETIREES,Premium
3162,OLDER SINGLES/COUPLES,Budget
3163,YOUNG FAMILIES,Mainstream
3164,MIDAGE SINGLES/COUPLES,Budget
3165,OLDER SINGLES/COUPLES,Premium
3166,OLDER SINGLES/COUPLES,Premium
3167,MIDAGE SINGLES/COUPLES,Budget
3168,YOUNG SINGLES/COUPLES,Mainstream
3169,NEW FAMILIES,Mainstream
3170,YOUNG SINGLES/COUPLES,Mainstream
3171,OLDER SINGLES/COUPLES,Budget
3172,RETIREES,Budget
3173,OLDER SINGLES/COUPLES,Mainstream
3174,OLDER SINGLES/COUPLES,Mainstream
3175,YOUNG FAMILIES,Budget
3176,OLDER FAMILIES,Mainstream
3177,NEW FAMILIES,Premium
3178,OLDER SINGLES/COUPLES,Budget
3179,YOUNG FAMILIES,Mainstream
3180,RETIREES,Budget
3181,OLDER SINGLES/COUPLES,Premium
3182,YOUNG SINGLES/COUPLES,Mainstream
3183,OLDER SINGLES/COUPLES,Mainstream
3184,NEW FAMILIES,Budget
3185,OLDER SINGLES/COUPLES,Premium
3186,RETIREES,Budget
3187,RETIREES,Budget
3188,NEW FAMILIES,Budget
3189,RETIREES,Budget
3190,OLDER SINGLES/COUPLES,Mainstream
3191,RETIREES,Budget
3192,YOUNG FAMILIES,Mainstream
3193,YOUNG FAMILIES,Premium
3194,OLDER FAMILIES,Budget
3195,RETIREES,Mainstream
3196,MIDAGE SINGLES/COUPLES,Premium
3197,RETIREES,Mainstream
3198,OLDER SINGLES/COUPLES,Premium
3199,OLDER SINGLES/COUPLES,Budget
3201,OLDER SINGLES/COUPLES,Budget
3202,OLDER SINGLES/COUPLES,Mainstream
3203,YOUNG FAMILIES,Budget
3204,RETIREES,Premium
3205,OLDER FAMILIES,Budget
3206,OLDER FAMILIES,Budget
3207,YOUNG SINGLES/COUPLES,Mainstream
3208,YOUNG FAMILIES,Premium
3209,YOUNG FAMILIES,Mainstream
3210,RETIREES,Premium
3211,RETIREES,Budget
3212,RETIREES,Mainstream
3213,OLDER SINGLES/COUPLES,Premium
3214,OLDER FAMILIES,Budget
3215,RETIREES,Premium
3216,OLDER SINGLES/COUPLES,Mainstream
3217,RETIREES,Budget
3218,YOUNG FAMILIES,Budget
3219,RETIREES,Budget
3220,OLDER SINGLES/COUPLES,Premium
3221,YOUNG SINGLES/COUPLES,Budget
3222,RETIREES,Budget
3223,YOUNG FAMILIES,Premium
3224,RETIREES,Mainstream
3225,YOUNG FAMILIES,Premium
3226,OLDER FAMILIES,Budget
3227,YOUNG FAMILIES,Budget
3228,OLDER FAMILIES,Mainstream
3229,RETIREES,Mainstream
3230,OLDER SINGLES/COUPLES,Mainstream
3231,YOUNG SINGLES/COUPLES,Mainstream
3232,RETIREES,Budget
3233,OLDER SINGLES/COUPLES,Budget
3234,RETIREES,Mainstream
3235,OLDER SINGLES/COUPLES,Budget
3236,YOUNG FAMILIES,Mainstream
3237,YOUNG SINGLES/COUPLES,Budget
3238,YOUNG SINGLES/COUPLES,Mainstream
3239,OLDER FAMILIES,Mainstream
3240,OLDER FAMILIES,Premium
3241,YOUNG FAMILIES,Premium
3242,YOUNG SINGLES/COUPLES,Premium
3243,OLDER SINGLES/COUPLES,Mainstream
3244,YOUNG FAMILIES,Premium
3245,MIDAGE SINGLES/COUPLES,Premium
3246,OLDER SINGLES/COUPLES,Budget
3247,MIDAGE SINGLES/COUPLES,Mainstream
3248,OLDER SINGLES/COUPLES,Premium
3249,OLDER SINGLES/COUPLES,Premium
3250,YOUNG SINGLES/COUPLES,Mainstream
3251,YOUNG SINGLES/COUPLES,Mainstream
3252,YOUNG SINGLES/COUPLES,Mainstream
3253,YOUNG SINGLES/COUPLES,Premium
3254,YOUNG FAMILIES,Budget
3255,YOUNG SINGLES/COUPLES,Mainstream
3256,OLDER SINGLES/COUPLES,Premium
3257,RETIREES,Budget
3258,NEW FAMILIES,Mainstream
3259,RETIREES,Premium
3260,RETIREES,Premium
3261,OLDER SINGLES/COUPLES,Mainstream
3262,OLDER FAMILIES,Budget
3263,YOUNG SINGLES/COUPLES,Mainstream
3264,YOUNG FAMILIES,Budget
3265,YOUNG FAMILIES,Mainstream
3266,YOUNG SINGLES/COUPLES,Premium
3267,YOUNG SINGLES/COUPLES,Mainstream
3268,OLDER FAMILIES,Budget
3269,OLDER SINGLES/COUPLES,Mainstream
3270,YOUNG FAMILIES,Budget
3271,RETIREES,Budget
3272,YOUNG FAMILIES,Premium
3273,MIDAGE SINGLES/COUPLES,Mainstream
3274,YOUNG SINGLES/COUPLES,Budget
3275,OLDER SINGLES/COUPLES,Budget
3276,OLDER SINGLES/COUPLES,Budget
3277,RETIREES,Budget
3278,YOUNG SINGLES/COUPLES,Mainstream
3279,MIDAGE SINGLES/COUPLES,Mainstream
3280,OLDER SINGLES/COUPLES,Premium
3282,NEW FAMILIES,Budget
3283,OLDER SINGLES/COUPLES,Premium
3284,YOUNG FAMILIES,Budget
3285,OLDER SINGLES/COUPLES,Budget
3286,RETIREES,Premium
3287,MIDAGE SINGLES/COUPLES,Premium
3288,MIDAGE SINGLES/COUPLES,Premium
3289,OLDER FAMILIES,Mainstream
3290,RETIREES,Premium
3291,OLDER FAMILIES,Mainstream
3292,MIDAGE SINGLES/COUPLES,Premium
3293,OLDER SINGLES/COUPLES,Mainstream
3294,MIDAGE SINGLES/COUPLES,Mainstream
3295,RETIREES,Mainstream
3296,OLDER SINGLES/COUPLES,Budget
3297,OLDER SINGLES/COUPLES,Premium
3298,OLDER FAMILIES,Budget
3299,MIDAGE SINGLES/COUPLES,Mainstream
3300,RETIREES,Mainstream
3301,OLDER FAMILIES,Budget
3302,OLDER FAMILIES,Mainstream
3303,MIDAGE SINGLES/COUPLES,Premium
3304,MIDAGE SINGLES/COUPLES,Mainstream
3305,YOUNG SINGLES/COUPLES,Mainstream
3306,OLDER FAMILIES,Premium
3307,OLDER FAMILIES,Mainstream
3308,OLDER SINGLES/COUPLES,Mainstream
3309,YOUNG FAMILIES,Premium
3310,YOUNG SINGLES/COUPLES,Mainstream
3311,YOUNG SINGLES/COUPLES,Budget
3312,OLDER SINGLES/COUPLES,Mainstream
3313,OLDER FAMILIES,Budget
3314,OLDER FAMILIES,Budget
3315,OLDER FAMILIES,Premium
3316,YOUNG SINGLES/COUPLES,Mainstream
3317,OLDER SINGLES/COUPLES,Premium
3318,RETIREES,Mainstream
3319,RETIREES,Budget
3320,MIDAGE SINGLES/COUPLES,Mainstream
3322,RETIREES,Mainstream
3323,RETIREES,Mainstream
3324,YOUNG SINGLES/COUPLES,Budget
3325,OLDER SINGLES/COUPLES,Mainstream
3326,MIDAGE SINGLES/COUPLES,Budget
3327,OLDER SINGLES/COUPLES,Premium
3328,YOUNG FAMILIES,Premium
3329,YOUNG SINGLES/COUPLES,Mainstream
3330,YOUNG SINGLES/COUPLES,Premium
3331,YOUNG SINGLES/COUPLES,Mainstream
3332,RETIREES,Premium
3333,OLDER FAMILIES,Mainstream
3334,OLDER SINGLES/COUPLES,Mainstream
3335,NEW FAMILIES,Budget
3336,YOUNG SINGLES/COUPLES,Mainstream
3337,YOUNG SINGLES/COUPLES,Mainstream
3338,YOUNG SINGLES/COUPLES,Mainstream
3339,YOUNG SINGLES/COUPLES,Mainstream
3340,OLDER SINGLES/COUPLES,Budget
3341,YOUNG SINGLES/COUPLES,Mainstream
3342,OLDER FAMILIES,Budget
3343,MIDAGE SINGLES/COUPLES,Mainstream
3344,YOUNG FAMILIES,Mainstream
3345,OLDER SINGLES/COUPLES,Budget
3346,YOUNG FAMILIES,Mainstream
3347,OLDER FAMILIES,Mainstream
3348,OLDER FAMILIES,Budget
3349,MIDAGE SINGLES/COUPLES,Budget
3350,YOUNG FAMILIES,Budget
3351,RETIREES,Mainstream
3352,OLDER SINGLES/COUPLES,Budget
3353,YOUNG FAMILIES,Budget
3354,YOUNG SINGLES/COUPLES,Mainstream
3355,OLDER FAMILIES,Budget
3356,RETIREES,Budget
3357,OLDER FAMILIES,Budget
3358,OLDER SINGLES/COUPLES,Budget
3359,YOUNG SINGLES/COUPLES,Mainstream
3360,OLDER SINGLES/COUPLES,Budget
3361,NEW FAMILIES,Budget
3362,OLDER SINGLES/COUPLES,Mainstream
3363,RETIREES,Mainstream
3364,YOUNG FAMILIES,Mainstream
3365,OLDER SINGLES/COUPLES,Budget
3366,RETIREES,Premium
3367,OLDER SINGLES/COUPLES,Budget
4000,YOUNG SINGLES/COUPLES,Mainstream
4001,YOUNG SINGLES/COUPLES,Mainstream
4002,YOUNG SINGLES/COUPLES,Mainstream
4003,OLDER FAMILIES,Mainstream
4004,RETIREES,Budget
4005,OLDER FAMILIES,Budget
4006,RETIREES,Mainstream
4007,YOUNG FAMILIES,Premium
4008,YOUNG FAMILIES,Mainstream
4009,YOUNG SINGLES/COUPLES,Mainstream
4010,MIDAGE SINGLES/COUPLES,Mainstream
4011,NEW FAMILIES,Mainstream
4012,YOUNG SINGLES/COUPLES,Mainstream
4013,RETIREES,Premium
4014,OLDER SINGLES/COUPLES,Mainstream
4015,OLDER FAMILIES,Mainstream
4016,MIDAGE SINGLES/COUPLES,Budget
4017,MIDAGE SINGLES/COUPLES,Premium
4018,YOUNG FAMILIES,Budget
4019,RETIREES,Budget
4020,YOUNG SINGLES/COUPLES,Mainstream
4021,OLDER SINGLES/COUPLES,Premium
4022,OLDER SINGLES/COUPLES,Premium
4023,YOUNG SINGLES/COUPLES,Mainstream
4024,NEW FAMILIES,Budget
4025,YOUNG FAMILIES,Budget
4026,OLDER SINGLES/COUPLES,Mainstream
4027,NEW FAMILIES,Mainstream
4028,RETIREES,Mainstream
4029,RETIREES,Mainstream
4030,OLDER FAMILIES,Budget
4031,YOUNG SINGLES/COUPLES,Mainstream
4032,YOUNG FAMILIES,Mainstream
4033,RETIREES,Budget
4034,MIDAGE SINGLES/COUPLES,Mainstream
4035,RETIREES,Budget
4036,RETIREES,Budget
4037,RETIREES,Mainstream
4038,OLDER SINGLES/COUPLES,Premium
4039,RETIREES,Mainstream
4040,YOUNG SINGLES/COUPLES,Mainstream
4041,RETIREES,Budget
4042,OLDER SINGLES/COUPLES,Mainstream
4043,OLDER SINGLES/COUPLES,Premium
4044,NEW FAMILIES,Mainstream
4045,YOUNG SINGLES/COUPLES,Mainstream
4046,OLDER FAMILIES,Mainstream
4047,OLDER SINGLES/COUPLES,Premium
4048,OLDER FAMILIES,Budget
4049,MIDAGE SINGLES/COUPLES,Premium
4050,OLDER SINGLES/COUPLES,Premium
4051,RETIREES,Budget
4052,RETIREES,Premium
4053,OLDER FAMILIES,Premium
4054,MIDAGE SINGLES/COUPLES,Mainstream
4055,OLDER SINGLES/COUPLES,Premium
4056,NEW FAMILIES,Premium
4057,OLDER SINGLES/COUPLES,Mainstream
4058,YOUNG SINGLES/COUPLES,Mainstream
4059,MIDAGE SINGLES/COUPLES,Premium
4060,YOUNG FAMILIES,Budget
4061,OLDER SINGLES/COUPLES,Mainstream
4062,OLDER SINGLES/COUPLES,Budget
4063,MIDAGE SINGLES/COUPLES,Mainstream
4064,YOUNG FAMILIES,Budget
4065,RETIREES,Premium
4066,OLDER FAMILIES,Mainstream
4067,RETIREES,Premium
4068,MIDAGE SINGLES/COUPLES,Mainstream
4069,RETIREES,Mainstream
4070,RETIREES,Mainstream
4071,YOUNG FAMILIES,Mainstream
4072,MIDAGE SINGLES/COUPLES,Budget
4073,RETIREES,Premium
4074,MIDAGE SINGLES/COUPLES,Budget
4075,YOUNG FAMILIES,Mainstream
4076,RETIREES,Mainstream
4077,RETIREES,Mainstream
4078,RETIREES,Premium
4079,OLDER SINGLES/COUPLES,Budget
4080,RETIREES,Budget
4081,YOUNG SINGLES/COUPLES,Mainstream
4082,YOUNG SINGLES/COUPLES,Mainstream
4083,YOUNG SINGLES/COUPLES,Mainstream
4084,NEW FAMILIES,Mainstream
4085,OLDER SINGLES/COUPLES,Budget
4086,OLDER FAMILIES,Budget
4087,OLDER FAMILIES,Mainstream
4088,OLDER SINGLES/COUPLES,Premium
4089,OLDER SINGLES/COUPLES,Premium
4090,YOUNG FAMILIES,Budget
4091,YOUNG FAMILIES,Budget
4092,OLDER SINGLES/COUPLES,Premium
4093,OLDER SINGLES/COUPLES,Budget
4094,OLDER SINGLES/COUPLES,Budget
4095,RETIREES,Budget
4096,OLDER FAMILIES,Budget
4097,YOUNG SINGLES/COUPLES,Mainstream
4098,RETIREES,Budget
4099,OLDER SINGLES/COUPLES,Premium
4100,OLDER SINGLES/COUPLES,Premium
4101,OLDER SINGLES/COUPLES,Budget
4102,RETIREES,Mainstream
4103,YOUNG FAMILIES,Budget
4104,RETIREES,Premium
4105,YOUNG SINGLES/COUPLES,Mainstream
4106,MIDAGE SINGLES/COUPLES,Budget
4107,RETIREES,Mainstream
4108,NEW FAMILIES,Mainstream
4109,YOUNG SINGLES/COUPLES,Budget
4110,YOUNG SINGLES/COUPLES,Mainstream
4111,MIDAGE SINGLES/COUPLES,Mainstream
4112,OLDER SINGLES/COUPLES,Premium
4113,OLDER SINGLES/COUPLES,Premium
4114,NEW FAMILIES,Premium
4115,RETIREES,Mainstream
4116,YOUNG SINGLES/COUPLES,Premium
4117,RETIREES,Mainstream
4118,YOUNG SINGLES/COUPLES,Mainstream
4119,RETIREES,Mainstream
4120,MIDAGE SINGLES/COUPLES,Mainstream
4121,OLDER SINGLES/COUPLES,Budget
4122,OLDER FAMILIES,Budget
4123,MIDAGE SINGLES/COUPLES,Mainstream
4124,OLDER FAMILIES,Mainstream
4125,MIDAGE SINGLES/COUPLES,Mainstream
4126,RETIREES,Premium
4127,YOUNG FAMILIES,Mainstream
4128,OLDER SINGLES/COUPLES,Mainstream
4129,NEW FAMILIES,Mainstream
4130,OLDER SINGLES/COUPLES,Premium
4131,OLDER FAMILIES,Premium
4132,OLDER SINGLES/COUPLES,Mainstream
4133,RETIREES,Premium
4134,YOUNG FAMILIES,Mainstream
4135,OLDER SINGLES/COUPLES,Premium
4136,RETIREES,Budget
4137,RETIREES,Mainstream
4138,MIDAGE SINGLES/COUPLES,Premium
4139,YOUNG SINGLES/COUPLES,Mainstream
4140,OLDER SINGLES/COUPLES,Mainstream
4141,RETIREES,Premium
4142,OLDER SINGLES/COUPLES,Mainstream
4143,OLDER FAMILIES,Mainstream
4144,RETIREES,Premium
4145,OLDER SINGLES/COUPLES,Mainstream
4146,OLDER FAMILIES,Budget
4147,RETIREES,Budget
4148,OLDER SINGLES/COUPLES,Budget
4149,MIDAGE SINGLES/COUPLES,Budget
4150,OLDER SINGLES/COUPLES,Premium
4151,OLDER SINGLES/COUPLES,Budget
4152,MIDAGE SINGLES/COUPLES,Mainstream
4153,RETIREES,Mainstream
4154,OLDER FAMILIES,Premium
4155,NEW FAMILIES,Mainstream
4156,OLDER FAMILIES,Premium
4157,YOUNG FAMILIES,Budget
4158,RETIREES,Mainstream
4159,YOUNG SINGLES/COUPLES,Budget
4160,YOUNG FAMILIES,Budget
4161,MIDAGE SINGLES/COUPLES,Premium
4162,YOUNG FAMILIES,Budget
4163,OLDER FAMILIES,Budget
4164,YOUNG FAMILIES,Mainstream
4165,YOUNG SINGLES/COUPLES,Mainstream
4166,NEW FAMILIES,Premium
4167,OLDER FAMILIES,Budget
4168,YOUNG SINGLES/COUPLES,Budget
4169,OLDER FAMILIES,Premium
4170,MIDAGE SINGLES/COUPLES,Premium
4171,RETIREES,Budget
4172,YOUNG SINGLES/COUPLES,Mainstream
4173,OLDER SINGLES/COUPLES,Mainstream
4174,YOUNG FAMILIES,Budget
4175,MIDAGE SINGLES/COUPLES,Premium
4176,RETIREES,Mainstream
4177,OLDER FAMILIES,Mainstream
4178,OLDER FAMILIES,Budget
4179,RETIREES,Premium
4180,RETIREES,Premium
4181,YOUNG SINGLES/COUPLES,Mainstream
4182,YOUNG SINGLES/COUPLES,Mainstream
4183,OLDER SINGLES/COUPLES,Mainstream
4184,YOUNG FAMILIES,Budget
4185,RETIREES,Mainstream
4186,RETIREES,Premium
4187,MIDAGE SINGLES/COUPLES,Mainstream
4188,OLDER SINGLES/COUPLES,Budget
4189,YOUNG SINGLES/COUPLES,Budget
4190,YOUNG SINGLES/COUPLES,Budget
4191,RETIREES,Budget
4192,OLDER SINGLES/COUPLES,Mainstream
4193,RETIREES,Mainstream
4194,YOUNG FAMILIES,Mainstream
4195,RETIREES,Premium
4196,MIDAGE SINGLES/COUPLES,Budget
4197,OLDER SINGLES/COUPLES,Budget
4198,OLDER SINGLES/COUPLES,Budget
4199,RETIREES,Mainstream
4200,OLDER SINGLES/COUPLES,Premium
4201,OLDER SINGLES/COUPLES,Mainstream
4202,RETIREES,Budget
4203,MIDAGE SINGLES/COUPLES,Premium
4204,OLDER SINGLES/COUPLES,Budget
4205,YOUNG FAMILIES,Budget
4206,OLDER SINGLES/COUPLES,Budget
4207,OLDER SINGLES/COUPLES,Mainstream
4208,OLDER SINGLES/COUPLES,Mainstream
4209,YOUNG SINGLES/COUPLES,Mainstream
4210,MIDAGE SINGLES/COUPLES,Mainstream
4211,NEW FAMILIES,Budget
4212,OLDER SINGLES/COUPLES,Mainstream
4213,OLDER FAMILIES,Mainstream
4214,RETIREES,Mainstream
4215,YOUNG FAMILIES,Budget
4216,RETIREES,Premium
4217,RETIREES,Budget
4218,OLDER SINGLES/COUPLES,Mainstream
4219,OLDER SINGLES/COUPLES,Budget
4220,RETIREES,Mainstream
4221,OLDER FAMILIES,Mainstream
4222,YOUNG FAMILIES,Budget
4223,NEW FAMILIES,Premium
4225,MIDAGE SINGLES/COUPLES,Mainstream
4226,OLDER SINGLES/COUPLES,Mainstream
4227,RETIREES,Mainstream
4228,RETIREES,Budget
4229,MIDAGE SINGLES/COUPLES,Premium
4230,OLDER SINGLES/COUPLES,Mainstream
4231,RETIREES,Mainstream
4232,MIDAGE SINGLES/COUPLES,Premium
4233,OLDER FAMILIES,Mainstream
4234,OLDER FAMILIES,Premium
4235,OLDER SINGLES/COUPLES,Premium
4236,OLDER FAMILIES,Budget
4237,OLDER SINGLES/COUPLES,Budget
4238,OLDER FAMILIES,Mainstream
4239,RETIREES,Mainstream
4240,YOUNG FAMILIES,Premium
4241,NEW FAMILIES,Premium
4242,NEW FAMILIES,Budget
4243,OLDER SINGLES/COUPLES,Premium
4244,OLDER FAMILIES,Budget
4245,YOUNG FAMILIES,Budget
4246,YOUNG SINGLES/COUPLES,Mainstream
4247,MIDAGE SINGLES/COUPLES,Premium
4248,OLDER FAMILIES,Budget
4249,RETIREES,Mainstream
4250,RETIREES,Budget
4251,YOUNG SINGLES/COUPLES,Mainstream
4252,RETIREES,Budget
4253,RETIREES,Premium
4254,MIDAGE SINGLES/COUPLES,Mainstream
4255,RETIREES,Mainstream
4256,OLDER FAMILIES,Budget
4257,OLDER SINGLES/COUPLES,Premium
4258,OLDER SINGLES/COUPLES,Budget
4259,YOUNG FAMILIES,Mainstream
4260,RETIREES,Budget
4261,YOUNG SINGLES/COUPLES,Mainstream
4262,OLDER FAMILIES,Budget
4263,OLDER FAMILIES,Mainstream
4264,MIDAGE SINGLES/COUPLES,Mainstream
4265,OLDER SINGLES/COUPLES,Budget
4266,OLDER SINGLES/COUPLES,Premium
4267,OLDER SINGLES/COUPLES,Mainstream
4268,OLDER SINGLES/COUPLES,Premium
4269,MIDAGE SINGLES/COUPLES,Premium
4270,RETIREES,Budget
4271,RETIREES,Premium
4272,OLDER SINGLES/COUPLES,Mainstream
4273,YOUNG SINGLES/COUPLES,Budget
4274,RETIREES,Mainstream
4275,NEW FAMILIES,Mainstream
4276,OLDER SINGLES/COUPLES,Premium
4277,RETIREES,Mainstream
4278,YOUNG SINGLES/COUPLES,Mainstream
4279,OLDER SINGLES/COUPLES,Mainstream
4280,YOUNG FAMILIES,Budget
4281,RETIREES,Premium
4282,RETIREES,Premium
4283,OLDER FAMILIES,Premium
4284,YOUNG SINGLES/COUPLES,Premium
4285,OLDER FAMILIES,Budget
4286,RETIREES,Premium
4287,OLDER SINGLES/COUPLES,Mainstream
4288,RETIREES,Mainstream
4289,MIDAGE SINGLES/COUPLES,Mainstream
4291,MIDAGE SINGLES/COUPLES,Mainstream
4292,YOUNG FAMILIES,Mainstream
4293,RETIREES,Mainstream
4294,RETIREES,Mainstream
4295,RETIREES,Premium
4296,YOUNG SINGLES/COUPLES,Budget
4297,RETIREES,Budget
4298,NEW FAMILIES,Mainstream
4299,YOUNG FAMILIES,Premium
4300,OLDER SINGLES/COUPLES,Mainstream
4301,YOUNG SINGLES/COUPLES,Mainstream
4302,RETIREES,Budget
4303,OLDER SINGLES/COUPLES,Premium
4304,YOUNG FAMILIES,Mainstream
4305,MIDAGE SINGLES/COUPLES,Premium
4306,RETIREES,Mainstream
4307,YOUNG SINGLES/COUPLES,Mainstream
4308,OLDER SINGLES/COUPLES,Budget
4309,OLDER FAMILIES,Budget
4310,YOUNG FAMILIES,Budget
4311,RETIREES,Mainstream
4312,YOUNG FAMILIES,Mainstream
4313,YOUNG SINGLES/COUPLES,Mainstream
4314,NEW FAMILIES,Premium
4315,YOUNG SINGLES/COUPLES,Mainstream
4316,OLDER FAMILIES,Budget
4317,YOUNG FAMILIES,Premium
4318,YOUNG FAMILIES,Budget
4319,OLDER SINGLES/COUPLES,Mainstream
4320,YOUNG SINGLES/COUPLES,Mainstream
